sample_site,site_key,sample_date,parameter,numeric_result,result_units,result_qualifier,latitude_degrees,longitude_degrees
Elbow River Above Bragg Creek,SUR_ER-BC,2023-06-19 10:14:00,Dissolved Oxygen (Field),9.77,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-06-19 10:14:00,pH,8.2,pH units,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-06-19 10:14:00,Nitrate (NO3-N),0.122,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-06-19 10:14:00,Water Temperature (Field),8.165,°C,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2023-06-19 10:46:00,E.coli,12.0,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-06-19 10:46:00,Turbidity,1.3,NTU,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-06-19 10:46:00,Nitrate (NO3-N),0.1,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-06-19 10:46:00,pH,8.2,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-06-19 10:46:00,Total Phosphorus (TP),0.005,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-06-19 10:46:00,Dissolved Oxygen (Field),9.83,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-06-19 10:46:00,Water Temperature (Field),9.437,°C,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2023-06-19 11:19:00,pH,8.2,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-06-19 11:19:00,Dissolved Oxygen (Field),9.57,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-06-19 11:19:00,Nitrate (NO3-N),0.089,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-06-19 11:19:00,E.coli,50.4,MPN/100mL,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-06-19 11:19:00,Total Phosphorus (TP),0.006,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-06-19 11:19:00,Water Temperature (Field),10.381,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-06-19 11:19:00,Turbidity,1.3,NTU,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-06-20 08:34:00,Dissolved Oxygen (Field),9.56,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-06-20 08:34:00,Water Temperature (Field),9.688,°C,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-06-20 08:34:00,Nitrate (NO3-N),0.092,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-06-20 08:34:00,Turbidity,5.1,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-06-20 08:34:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-06-20 08:34:00,E.coli,161.6,MPN/100mL,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-06-20 08:34:00,Total Phosphorus (TP),0.012,mg/L,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2023-06-20 09:21:00,Turbidity,12.0,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-06-20 09:21:00,Water Temperature (Field),14.679,°C,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-06-20 09:21:00,Dissolved Oxygen (Field),8.74,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-06-20 09:21:00,Total Phosphorus (TP),0.019,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-06-20 09:21:00,pH,8.1,pH units,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-06-20 09:21:00,Nitrate (NO3-N),0.057,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-06-20 09:21:00,E.coli,387.3,MPN/100mL,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2023-06-20 09:44:00,Total Phosphorus (TP),0.032,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-06-20 09:44:00,E.coli,816.4,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-06-20 09:44:00,Dissolved Oxygen (Field),8.66,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-06-20 09:44:00,Water Temperature (Field),13.402,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-06-20 09:44:00,pH,8.2,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-06-20 09:44:00,Nitrate (NO3-N),0.082,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-06-20 09:44:00,Turbidity,19.0,NTU,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2023-06-20 10:28:00,Turbidity,9.5,NTU,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-06-20 10:28:00,E.coli,1203.3,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-06-20 10:28:00,Total Phosphorus (TP),0.024,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-06-20 10:28:00,Nitrate (NO3-N),0.16,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-06-20 10:28:00,Dissolved Oxygen (Field),8.53,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-06-20 10:28:00,pH,8.2,pH units,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-06-20 10:28:00,Water Temperature (Field),12.915,°C,,51.044635,-114.042189
Bow River Below Ghost Dam,SUR_BR-GD,2023-07-10 11:13:00,E.coli,1.0,MPN/100mL,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-07-10 11:13:00,Nitrate (NO3-N),0.086,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-07-10 11:13:00,pH,8.4,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-07-10 11:13:00,Water Temperature (Field),15.252,°C,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-07-10 11:13:00,Dissolved Oxygen (Field),9.15,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-07-10 11:13:00,Total Phosphorus (TP),0.005,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-07-10 11:13:00,Turbidity,0.92,NTU,,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2023-07-10 11:50:00,Total Phosphorus (TP),0.005,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-07-10 11:50:00,Nitrate (NO3-N),0.085,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-07-10 11:50:00,pH,8.5,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-07-10 11:50:00,Turbidity,0.66,NTU,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-07-10 11:50:00,E.coli,5.2,MPN/100mL,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-07-10 11:50:00,Dissolved Oxygen (Field),9.19,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-07-10 11:50:00,Water Temperature (Field),16.623,°C,,51.18297,-114.48733
Bow River Policemans Flats,SUR_BR-PF,2023-07-11 09:19:00,Nitrate (NO3-N),1.12,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-07-11 09:19:00,Dissolved Oxygen (Field),8.04,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-07-11 09:19:00,Water Temperature (Field),17.475,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-07-11 09:19:00,Total Phosphorus (TP),0.044,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-07-11 09:19:00,pH,8.1,pH units,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-07-11 09:19:00,Turbidity,2.6,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-07-11 09:19:00,E.coli,125.9,MPN/100mL,,50.841969,-113.951134
Bow River Upstream of Highwood River,SUR_BR-HR,2023-07-11 09:57:00,pH,8.3,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-07-11 09:57:00,Total Phosphorus (TP),0.035,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-07-11 09:57:00,Water Temperature (Field),18.049,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-07-11 09:57:00,Dissolved Oxygen (Field),8.34,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-07-11 09:57:00,Turbidity,3.0,NTU,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-07-11 09:57:00,Nitrate (NO3-N),1.03,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-07-11 09:57:00,E.coli,83.3,MPN/100mL,,50.81972,-113.79556
Bow River Cushing Bridge,SUR_BR-CB,2023-07-11 10:05:00,Water Temperature (Field),16.621,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-07-11 10:05:00,Dissolved Oxygen (Field),8.17,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-07-11 10:05:00,Turbidity,3.2,NTU,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-07-11 10:05:00,Total Phosphorus (TP),0.009,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-07-11 10:05:00,Nitrate (NO3-N),0.105,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-07-11 10:05:00,E.coli,78.0,MPN/100mL,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-07-11 10:05:00,pH,8.3,pH units,,51.03857,-114.012943
Elbow River Stanley Park,SUR_ER-SP,2023-07-11 12:00:00,E.coli,629.4,MPN/100mL,,51.018486,-114.070146
Bow River Higgins Bridge,SUR_BR-HB,2023-07-12 08:32:00,Dissolved Oxygen (Field),9.22,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-07-12 08:32:00,Water Temperature (Field),17.035,°C,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-07-12 08:32:00,pH,8.3,pH units,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-07-12 08:32:00,Total Phosphorus (TP),0.029,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-07-12 08:32:00,Nitrate (NO3-N),0.661,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-07-12 08:32:00,Turbidity,2.2,NTU,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-07-12 08:32:00,E.coli,79.8,MPN/100mL,,50.938753,-114.008639
Bow River Glenbow Ranch,SUR_BR-GBR,2023-07-12 09:42:00,E.coli,16.0,MPN/100mL,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-07-12 09:42:00,pH,8.3,pH units,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-07-12 09:42:00,Total Phosphorus (TP),0.006,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-07-12 09:42:00,Dissolved Oxygen (Field),9.16,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-07-12 09:42:00,Water Temperature (Field),15.231,°C,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-07-12 09:42:00,Nitrate (NO3-N),0.092,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-07-12 09:42:00,Turbidity,1.1,NTU,,51.15292,-114.375149
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-07-12 10:22:00,E.coli,9.7,MPN/100mL,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-07-12 10:22:00,Nitrate (NO3-N),0.086,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-07-12 10:22:00,pH,8.4,pH units,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-07-12 10:22:00,Turbidity,3.3,NTU,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-07-12 10:22:00,Water Temperature (Field),16.797,°C,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-07-12 10:22:00,Dissolved Oxygen (Field),9.0,mg/L,,51.100403,-114.270774
Bow River Below Bearspaw Dam,SUR_BR-BD,2023-07-12 10:22:00,Total Phosphorus (TP),0.008,mg/L,,51.100403,-114.270774
Bow River Pumphouse,SUR_BR-PH,2023-07-12 11:01:00,pH,8.6,pH units,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-07-12 11:01:00,Nitrate (NO3-N),0.072,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-07-12 11:01:00,E.coli,20.3,MPN/100mL,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-07-12 11:01:00,Total Phosphorus (TP),0.009,mg/L,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-07-12 11:01:00,Turbidity,2.4,NTU,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-07-12 11:01:00,Water Temperature (Field),17.13,°C,,51.04665,-114.114456
Bow River Pumphouse,SUR_BR-PH,2023-07-12 11:01:00,Dissolved Oxygen (Field),9.95,mg/L,,51.04665,-114.114456
Elbow River Above Bragg Creek,SUR_ER-BC,2023-07-17 09:25:00,E.coli,179.3,MPN/100mL,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-07-17 09:25:00,pH,8.3,pH units,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-07-17 09:25:00,Dissolved Oxygen (Field),9.63,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-07-17 09:25:00,Water Temperature (Field),11.128,°C,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-07-17 09:25:00,Nitrate (NO3-N),0.097,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-07-17 09:25:00,Total Phosphorus (TP),0.006,mg/L,,50.943802,-114.58
Elbow River Above Bragg Creek,SUR_ER-BC,2023-07-17 09:25:00,Turbidity,0.56,NTU,,50.943802,-114.58
Elbow River Highway 22 Bridge,SUR_ER-22,2023-07-17 09:54:00,pH,8.3,pH units,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-07-17 09:54:00,Nitrate (NO3-N),0.071,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-07-17 09:54:00,E.coli,23.1,MPN/100mL,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-07-17 09:54:00,Turbidity,0.28,NTU,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-07-17 09:54:00,Water Temperature (Field),13.229,°C,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-07-17 09:54:00,Dissolved Oxygen (Field),9.2,mg/L,,51.032926,-114.465745
Elbow River Highway 22 Bridge,SUR_ER-22,2023-07-17 09:54:00,Total Phosphorus (TP),0.006,mg/L,,51.032926,-114.465745
Elbow River Twin Bridges,SUR_ER-TB,2023-07-17 10:30:00,Nitrate (NO3-N),0.048,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-07-17 10:30:00,Turbidity,0.56,NTU,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-07-17 10:30:00,pH,8.3,pH units,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-07-17 10:30:00,Dissolved Oxygen (Field),9.03,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-07-17 10:30:00,Water Temperature (Field),14.251,°C,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-07-17 10:30:00,Total Phosphorus (TP),0.006,mg/L,,51.01358,-114.23731
Elbow River Twin Bridges,SUR_ER-TB,2023-07-17 10:30:00,E.coli,51.2,MPN/100mL,,51.01358,-114.23731
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-07-18 08:30:00,Water Temperature (Field),13.748,°C,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-07-18 08:30:00,Dissolved Oxygen (Field),8.56,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-07-18 08:30:00,pH,8.2,pH units,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-07-18 08:30:00,Total Phosphorus (TP),0.011,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-07-18 08:30:00,Turbidity,1.9,NTU,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-07-18 08:30:00,Nitrate (NO3-N),0.035,mg/L,,50.991517,-114.146769
Elbow River Weaselhead Foot Bridge,SUR_ER-WFB,2023-07-18 08:30:00,E.coli,228.2,MPN/100mL,,50.991517,-114.146769
Elbow River Sandy Beach,SUR_ER-SYB,2023-07-18 08:54:00,E.coli,33.6,MPN/100mL,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-07-18 08:54:00,Total Phosphorus (TP),0.008,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-07-18 08:54:00,Turbidity,0.86,NTU,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-07-18 08:54:00,pH,8.4,pH units,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-07-18 08:54:00,Dissolved Oxygen (Field),8.6,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-07-18 08:54:00,Nitrate (NO3-N),0.008,mg/L,,51.010237,-114.088008
Elbow River Sandy Beach,SUR_ER-SYB,2023-07-18 08:54:00,Water Temperature (Field),18.843,°C,,51.010237,-114.088008
Elbow River Stanley Park,SUR_ER-SP,2023-07-18 09:15:00,E.coli,105.0,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-07-18 09:15:00,Nitrate (NO3-N),0.017,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-07-18 09:15:00,pH,8.4,pH units,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-07-18 09:15:00,Dissolved Oxygen (Field),8.51,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-07-18 09:15:00,Water Temperature (Field),18.451,°C,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-07-18 09:15:00,Total Phosphorus (TP),0.012,mg/L,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-07-18 09:15:00,Turbidity,3.2,NTU,,51.018486,-114.070146
Elbow River 9th Ave Bridge,SUR_ER-9,2023-07-18 09:36:00,pH,8.3,pH units,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-07-18 09:36:00,Nitrate (NO3-N),0.043,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-07-18 09:36:00,E.coli,240.0,MPN/100mL,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-07-18 09:36:00,Turbidity,3.6,NTU,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-07-18 09:36:00,Dissolved Oxygen (Field),8.71,mg/L,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-07-18 09:36:00,Water Temperature (Field),17.145,°C,,51.044635,-114.042189
Elbow River 9th Ave Bridge,SUR_ER-9,2023-07-18 09:36:00,Total Phosphorus (TP),0.015,mg/L,,51.044635,-114.042189
Elbow River Stanley Park,SUR_ER-SP,2023-07-25 09:19:00,E.coli,201.4,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-01 09:21:00,E.coli,88.2,MPN/100mL,,51.018486,-114.070146
Elbow River Stanley Park,SUR_ER-SP,2023-08-08 11:15:00,E.coli,160.7,MPN/100mL,,51.018486,-114.070146
Bow River Below Ghost Dam,SUR_BR-GD,2023-08-14 11:03:00,Total Phosphorus (TP),0.01,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-08-14 11:03:00,Nitrate (NO3-N),0.084,mg/L,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-08-14 11:03:00,Turbidity,2.0,NTU,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-08-14 11:03:00,E.coli,3.0,MPN/100mL,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-08-14 11:03:00,Water Temperature (Field),16.1,°C,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-08-14 11:03:00,pH,8.3,pH units,,51.22053,-114.70511
Bow River Below Ghost Dam,SUR_BR-GD,2023-08-14 11:03:00,Dissolved Oxygen (Field),9.39,mg/L,,51.22053,-114.70511
Bow River Highway 22 Bridge,SUR_BR-22,2023-08-14 11:42:00,E.coli,4.1,MPN/100mL,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-08-14 11:42:00,Nitrate (NO3-N),0.078,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-08-14 11:42:00,Dissolved Oxygen (Field),10.06,mg/L,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-08-14 11:42:00,Water Temperature (Field),17.01,°C,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-08-14 11:42:00,pH,8.4,pH units,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-08-14 11:42:00,Turbidity,1.4,NTU,,51.18297,-114.48733
Bow River Highway 22 Bridge,SUR_BR-22,2023-08-14 11:42:00,Total Phosphorus (TP),0.011,mg/L,,51.18297,-114.48733
Bow River Cushing Bridge,SUR_BR-CB,2023-08-15 08:57:00,Water Temperature (Field),17.573,°C,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-08-15 08:57:00,Dissolved Oxygen (Field),8.59,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-08-15 08:57:00,Total Phosphorus (TP),0.01,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-08-15 08:57:00,Nitrate (NO3-N),0.066,mg/L,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-08-15 08:57:00,Turbidity,1.8,NTU,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-08-15 08:57:00,pH,8.3,pH units,,51.03857,-114.012943
Bow River Cushing Bridge,SUR_BR-CB,2023-08-15 08:57:00,E.coli,68.3,MPN/100mL,,51.03857,-114.012943
Elbow River Stanley Park,SUR_ER-SP,2023-08-15 09:38:00,E.coli,52.0,MPN/100mL,,51.018486,-114.070146
Bow River Policemans Flats,SUR_BR-PF,2023-08-15 09:47:00,Nitrate (NO3-N),1.06,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-08-15 09:47:00,E.coli,31.8,MPN/100mL,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-08-15 09:47:00,Total Phosphorus (TP),0.031,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-08-15 09:47:00,Water Temperature (Field),19.186,°C,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-08-15 09:47:00,Turbidity,1.0,NTU,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-08-15 09:47:00,Dissolved Oxygen (Field),8.68,mg/L,,50.841969,-113.951134
Bow River Policemans Flats,SUR_BR-PF,2023-08-15 09:47:00,pH,8.2,pH units,,50.841969,-113.951134
Bow River Upstream of Highwood River,SUR_BR-HR,2023-08-15 10:29:00,E.coli,2.0,MPN/100mL,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-08-15 10:29:00,Nitrate (NO3-N),0.897,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-08-15 10:29:00,Water Temperature (Field),19.791,°C,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-08-15 10:29:00,Dissolved Oxygen (Field),9.5,mg/L,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-08-15 10:29:00,pH,8.3,pH units,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-08-15 10:29:00,Turbidity,1.2,NTU,,50.81972,-113.79556
Bow River Upstream of Highwood River,SUR_BR-HR,2023-08-15 10:29:00,Total Phosphorus (TP),0.022,mg/L,,50.81972,-113.79556
Bow River Higgins Bridge,SUR_BR-HB,2023-08-16 09:07:00,Nitrate (NO3-N),0.636,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-08-16 09:07:00,pH,8.3,pH units,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-08-16 09:07:00,Total Phosphorus (TP),0.028,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-08-16 09:07:00,E.coli,45.7,MPN/100mL,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-08-16 09:07:00,Dissolved Oxygen (Field),8.72,mg/L,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-08-16 09:07:00,Water Temperature (Field),18.081,°C,,50.938753,-114.008639
Bow River Higgins Bridge,SUR_BR-HB,2023-08-16 09:07:00,Turbidity,0.95,NTU,,50.938753,-114.008639
Bow River Glenbow Ranch,SUR_BR-GBR,2023-08-16 10:18:00,Water Temperature (Field),16.849,°C,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-08-16 10:18:00,Dissolved Oxygen (Field),9.06,mg/L,,51.15292,-114.375149
Bow River Glenbow Ranch,SUR_BR-GBR,2023-08-16 10:18:00,Turbidity,0.79,NTU,,51.15292,-114.375149
